0,1,2,3,4,5,6,7,8,9
0.3414106,0.662786,0.3733369,0.59523344,0.16242087,0.5356703,0.26773712,8.787406,0.3326285,0.42483556
0.3047352,0.038073417,0.6567802,0.25295043,0.5077033,0.66634744,1.0025992,7.0909524,0.9601072,0.92883646
0.13756105,0.08663106,0.6958006,0.26243925,0.53845155,0.39908612,1.0346125,7.3893957,0.81620544,0.93904114
0.12648502,0.20440972,0.4798913,0.0960736,0.42557877,0.38875782,0.8310758,6.626485,0.7444802,0.69207627
0.22476162,0.1453373,0.5596093,0.06022905,0.24539132,0.4964708,0.59492797,6.4037056,0.5391671,0.7044487
0.17504852,0.087228954,0.6960529,0.26620734,0.54716897,0.5741173,1.035633,7.314053,0.9754343,0.94154984
0.1590263,0.12121773,0.7687244,0.35698268,0.57809055,0.4869196,1.1007534,7.4977155,0.99837846,1.0255431
0.11417689,0.15759613,0.8046217,0.3210348,0.59815073,0.3093324,1.1375663,7.1321187,0.9177862,0.9856487
0.09635523,0.26443934,0.6239348,0.48671257,0.2760923,0.26083884,0.5369136,7.814858,0.31424227,0.34693852
0.14881466,0.6075657,0.4281021,0.4350098,0.1905267,0.49969488,0.2844434,8.610002,0.2426156,0.32906896
0.19963191,0.18947326,0.837226,0.4552468,0.37092602,0.66540056,1.0323567,8.125952,0.83186233,1.1092559
0.13926354,0.13449645,0.79004633,0.37966558,0.52983433,0.47177517,1.0832993,7.4473543,0.8408826,1.0454022
0.11670327,0.18856382,0.8386716,0.41119516,0.36436155,0.35977897,0.8907128,6.917813,0.74228483,0.9010594
0.224481,0.08203125,0.6964844,0.26340726,0.5453669,0.41571617,1.0341463,7.038845,0.88705593,0.94166744
0.13809064,0.16877164,0.8357535,0.28300226,0.42290485,0.36452514,1.1123934,7.049998,0.842944,0.9499584
0.25821143,0.16103956,0.8091491,0.40504572,0.57435936,0.54408157,1.1376715,7.3949456,0.92865366,1.0783765
0.10097306,0.13514017,0.78363466,0.37137407,0.5054594,0.4254836,0.9644768,7.2031894,0.72838145,0.9245175
0.2894962,0.4557681,0.67889744,0.5870562,0.20092581,0.5964788,0.34338048,7.944384,0.20177776,0.9256074
0.2296036,0.56074464,0.31737342,0.35394666,0.08222865,0.75744504,0.17246492,9.084305,0.15759008,0.5812401
0.17494752,0.5734769,0.33272776,0.3505346,0.11705009,0.50907624,0.26093778,9.066135,0.2144789,0.49077755
0.3146495,0.1364971,0.53183424,0.048030596,0.2533074,0.56982553,0.4840786,6.6207027,0.5160262,0.678955
0.24504791,0.09917761,0.6731746,0.23745184,0.53313446,0.49518824,1.0131646,7.1235914,0.8285491,0.912941
0.0947681,0.10304239,0.43494186,0.16368423,0.30227527,0.6375165,0.509367,5.1567364,0.34211898,0.40771866
0.26824793,0.13424893,0.6153134,0.16006988,0.24661732,0.50683486,0.7038362,6.718069,0.5816645,0.8260372
0.190417,0.49241513,0.58416665,0.37778142,0.12063314,0.86512864,0.12644787,9.4344225,0.29443482,0.71553046
0.024985101,0.35793048,0.43776476,0.38064834,0.13702358,0.27134645,0.26287404,8.135278,0.2987627,0.5459037
0.015674038,0.16100699,0.7564736,0.1751181,0.19607274,0.3367561,0.46305954,7.0982776,0.28845233,0.81687057
0.18858717,0.16458917,0.8090692,0.4082297,0.60086334,0.43012777,1.1342046,7.4878893,0.8997397,1.0641192
0.20787507,0.36317295,0.9871393,0.6203759,0.6894524,0.66842246,1.2829978,8.133907,1.1698481,1.2783096
0.14997824,0.72797054,0.4614741,0.67009926,0.12710984,0.24437512,0.24227756,9.10019,0.19404925,0.33558708
0.1444147,0.11392137,0.7558846,0.33785218,0.57823014,0.37859172,1.0938846,7.054422,0.8527697,0.99196154
0.1164774,0.12348593,0.6320231,0.18018703,0.3042725,0.35608152,0.6121962,6.043025,0.36442435,0.583717
0.11685697,0.14778072,0.7954909,0.3641822,0.41528314,0.28890517,1.0902659,6.6520853,0.7727328,0.9219104
0.06911202,0.10573967,0.8271087,0.21087363,0.43779486,0.32050693,0.73024875,7.510959,0.4617459,0.6323284
0.14145324,0.46157792,0.5035589,0.36246753,0.19556929,0.94626504,0.3022031,8.879453,0.21053927,0.67326796
0.22133176,0.6541578,0.42310578,0.44818488,0.14697509,0.5155418,0.24390516,8.8847685,0.21430263,0.4027897
0.11429192,0.17453305,0.32495475,0.36931077,0.07434393,0.4425748,0.4438267,6.5592747,0.26697534,0.5003208
0.058154657,0.1295078,0.775612,0.3635089,0.57505584,0.35303283,0.9878763,7.026074,0.72043633,0.880384
0.02861907,0.50962484,0.79289055,0.740783,0.10709734,0.92082244,0.3825929,8.991244,0.24982446,0.8393183
0.23103325,0.15715982,0.551769,0.08026993,0.21668082,0.5201339,0.572638,6.7395477,0.5222024,0.7332349
0.23550084,0.109712355,0.7604287,0.34235585,0.56338793,0.4779465,1.088955,7.4162054,0.8528801,0.9891032
0.20984873,0.24050218,0.6117332,0.37743226,0.3281715,0.9347176,0.5963901,7.93584,0.36248314,0.60166234
0.13847089,0.11127457,0.5745722,0.12764609,0.4807033,0.4396985,0.8076008,5.1044884,0.52867377,0.6143184
0.22424234,0.091622695,0.67884356,0.24720296,0.5404561,0.4702632,1.0188333,7.117263,0.80789757,0.92267054
0.23970827,0.12403209,0.5870473,0.12614395,0.5023123,0.46601018,0.93459684,6.8864717,0.78233755,0.78999454
0.17518626,0.5577651,0.39248368,0.6235271,0.10014409,0.4763487,0.30256736,8.344655,0.2198109,0.30092588
0.202123,0.11864531,0.588852,0.11795707,0.5061806,0.395413,0.8957432,6.477213,0.6091567,0.7264798
0.21659137,0.12094008,0.55469674,0.08943148,0.21709524,0.39506096,0.33770007,6.280879,0.40236598,0.603517
0.13818254,0.271924,0.5281233,0.48275164,0.2893362,0.828253,0.52164483,8.743364,0.2743039,0.456427
